locality,state,postcode,count,latitude,longitude
Renmark North,SA,5341,416,-34.1296,140.7243
Mount Lewis,NSW,2190,415,-33.9155,151.0494
Bees Creek,NT,0822,414,-12.5729,131.0592
Middle Dural,NSW,2158,414,-33.6375,151.0163
Waldara,VIC,3678,414,-36.3277,146.2887
Mourilyan,QLD,4858,414,-17.5848,146.0437
Coobowie,SA,5583,414,-35.0431,137.7319
Clyde,NSW,2142,413,-33.8337,151.02
Clifton Grove,NSW,2800,413,-33.2529,149.1582
Woolooga,QLD,4570,413,-26.0283,152.3824
Burua,QLD,4680,413,-23.9411,151.2136
Hideaway Bay,QLD,4800,413,-20.0805,148.4828
Cavan,SA,5094,413,-34.8265,138.6
Kondinin,WA,6367,413,-32.4814,118.276
Dunmore,NSW,2529,412,-34.5991,150.8432
Dareton,NSW,2717,412,-34.0945,142.042
Toolamba,VIC,3614,412,-36.4936,145.3246
Pelican,NSW,2281,411,-33.0713,151.6459
Wollombi,NSW,2325,411,-32.9429,151.1478
Dallarnil,QLD,4621,411,-25.3751,152.0438
Boreen Point,QLD,4565,410,-26.2843,152.9939
Wurrumiyanga,NT,0822,409,-11.7608,130.6325
Kearsley,NSW,2325,409,-32.856,151.3954
Lansdowne,NSW,2430,409,-31.7767,152.5283
Toll,QLD,4820,409,-20.0507,146.2562
Yahl,SA,5291,409,-37.8726,140.8349
Eneabba,WA,6518,409,-29.8124,115.1921
Werombi,NSW,2570,408,-33.9901,150.5863
Ivanhoe,NSW,2878,408,-32.8623,144.2707
Menzies Creek,VIC,3159,408,-37.9203,145.4027
Amamoor,QLD,4570,408,-26.3459,152.6738
Kingsholme,QLD,4208,407,-27.8172,153.2486
Cherbourg,QLD,4605,407,-26.293,151.9544
Cawarral,QLD,4702,407,-23.2563,150.6747
Coonalpyn,SA,5265,407,-35.6944,139.8638
Wagait Beach,NT,0822,406,-12.4342,130.743
Invergowrie,NSW,2350,406,-30.5132,151.5165
North Arm,QLD,4561,406,-26.5128,152.9562
Highfields,NSW,2289,405,-32.9556,151.7128
South Maitland,NSW,2320,405,-32.7439,151.5616
Uki,NSW,2484,405,-28.4116,153.3373
Eureka,VIC,3350,405,-37.565,143.8826
Bonalbo,NSW,2469,404,-28.7361,152.622
Regentville,NSW,2745,404,-33.7728,150.6644
Opossum Bay,TAS,7023,404,-42.9902,147.4048
Manning Point,NSW,2430,403,-31.8954,152.6626
Upper Orara,NSW,2450,403,-30.2843,153.0048
Adaminaby,NSW,2629,403,-35.9975,148.7745
Scarsdale,VIC,3351,403,-37.6748,143.6629
Millchester,QLD,4820,403,-20.0898,146.2786
Broke,NSW,2330,402,-32.7569,151.0932
Caerleon,NSW,2850,402,-32.5725,149.5547
Steiglitz,QLD,4207,402,-27.7374,153.3507
Sarina Beach,QLD,4737,402,-21.3859,149.3014
Boonooroo,QLD,4650,401,-25.6676,152.8918
The Narrows,NT,0820,400,-12.4267,130.8596
Clarenza,NSW,2460,400,-29.7113,152.9757
Burra,ACT,2620,400,-35.5531,149.2189
Grong Grong,NSW,2652,400,-34.723,146.7853
Langhorne Creek,SA,5255,400,-35.302,139.0468
Three Springs,WA,6519,400,-29.5335,115.7638
Dondingalong,NSW,2440,399,-31.1126,152.7632
Coramba,NSW,2450,399,-30.2124,153.0179
Silkwood,QLD,4856,399,-17.7445,146.0172
Marryatville,SA,5068,399,-34.9281,138.6479
Carrick,TAS,7291,399,-41.5366,147.0099
Magenta,NSW,2261,398,-33.3107,151.5245
Wallalong,NSW,2320,398,-32.6911,151.6514
Dereel,VIC,3352,398,-37.8218,143.7571
Tungamah,VIC,3728,398,-36.1624,145.8772
Bell,QLD,4408,398,-26.9312,151.4493
Mulambin,QLD,4703,398,-23.1904,150.789
Horseshoe Lagoon,QLD,4809,398,-19.5699,147.1398
Thevenard,SA,5690,398,-32.1453,133.6527
Mirrabooka,NSW,2264,397,-33.1122,151.5553
Hat Head,NSW,2440,397,-31.0553,153.0501
Little Hartley,NSW,2790,396,-33.5782,150.1999
Robinson,WA,6330,396,-35.0315,117.8384
Hay,WA,6333,396,-34.9553,117.3981
Havenview,TAS,7320,396,-41.0826,145.9127
Boydtown,NSW,2551,395,-37.1005,149.8737
Brightview,QLD,4311,395,-27.5106,152.4889
Nildottie,SA,5238,395,-34.6891,139.6447
Melbourne Airport,VIC,3045,394,-37.6792,144.8477
Goondi Bend,QLD,4860,394,-17.5222,146.0102
Mypolonga,SA,5254,394,-35.0343,139.3391
Beecher,QLD,4680,393,-23.9107,151.2019
Bute,SA,5560,393,-33.8593,138.0063
Narembeen,WA,6369,393,-32.0623,118.3932
Royalla,ACT,2620,392,-35.5064,149.1689
Tarago,NSW,2580,391,-35.0949,149.6377
Nimmitabel,NSW,2631,391,-36.509,149.2855
Euthulla,QLD,4455,391,-26.4588,148.7828
Mariginiup,WA,6078,391,-31.7108,115.834
Laggan,NSW,2583,390,-34.3768,149.5562
Bolwarra,VIC,3305,390,-38.2869,141.6116
Invergordon,VIC,3636,390,-36.1503,145.5936
Willow Tree,NSW,2339,389,-31.6539,150.7312
Khancoban,NSW,2642,389,-36.2157,148.1311
Windsor Downs,NSW,2756,389,-33.663,150.8091
Cudal,NSW,2864,389,-33.2928,148.7406
Tinamba,VIC,3859,389,-37.9518,146.8419
Tully Heads,QLD,4854,389,-18.0113,146.0559
Penfield,SA,5121,389,-34.6951,138.6334
Kanmantoo,SA,5252,389,-35.0711,139.0103
Northwood,NSW,2066,388,-33.8281,151.178
Krambach,NSW,2429,388,-32.0465,152.2608
Mogo,NSW,2536,388,-35.7833,150.1426
Orient Point,NSW,2540,388,-34.91,150.747
Whitton,NSW,2705,388,-34.52,146.18
Moulamein,NSW,2733,388,-35.09,144.0399
Southbrook,QLD,4363,388,-27.6801,151.7193
Moolboolaman,QLD,4671,388,-24.9948,151.836
Comboyne,NSW,2429,387,-31.6043,152.4676
Moore,QLD,4314,387,-26.8896,152.2959
Kinka Beach,QLD,4703,387,-23.2199,150.792
Wangan,QLD,4871,387,-17.574,146.009
Geneva,NSW,2474,386,-28.6196,152.9826
Boree Creek,NSW,2652,386,-35.0948,146.5955
Lapstone,NSW,2773,386,-33.7741,150.6391
Littleton,NSW,2790,386,-33.4942,150.1373
Takura,QLD,4655,386,-25.3203,152.7068
Salisbury South,SA,5106,386,-34.7832,138.6425
Arakoon,NSW,2431,385,-30.8965,153.0674
Leitchville,VIC,3567,385,-35.9033,144.3021
Tawonga,VIC,3697,385,-36.6894,147.1521
Valdora,QLD,4561,385,-26.544,152.9995
Burekup,WA,6227,385,-33.3143,115.8176
Wickepin,WA,6370,385,-32.7841,117.504
Canberra Airport,ACT,2609,384,-35.3039,149.1951
Natimuk,VIC,3409,384,-36.7404,141.9421
Heathcote Junction,VIC,3758,384,-37.3737,145.0359
Horse Camp,QLD,4671,384,-25.074,151.8812
Mount Egerton,VIC,3352,383,-37.6309,144.1034
Willaura,VIC,3379,383,-37.5412,142.7331
Cardross,VIC,3496,383,-34.2956,142.1428
Port Welshpool,VIC,3965,383,-38.6965,146.4619
Mahogany Creek,WA,6072,383,-31.9052,116.1351
Naval Base,WA,6165,383,-32.1989,115.7849
West Toodyay,WA,6566,383,-31.5274,116.4127
Sulphur Creek,TAS,7316,383,-41.0959,146.0239
Borroloola,NT,0854,382,-16.0649,136.3043
Coolongolook,NSW,2423,382,-32.2112,152.3252
Hallidays Point,NSW,2430,382,-32.0693,152.5077
Macarthur,VIC,3286,382,-38.0373,142.007
Baringhup,VIC,3463,382,-36.9784,143.969
Applethorpe,QLD,4378,382,-28.6168,151.9488
Woolmar,QLD,4515,382,-26.9456,152.5275
Adventure Bay,TAS,7150,382,-43.3595,147.3338
Tharbogang,NSW,2680,381,-34.2572,145.975
Moorabbin Airport,VIC,3194,381,-37.9736,145.0931
Rupanyup,VIC,3388,381,-36.6311,142.642
Gunbower,VIC,3566,381,-35.9498,144.3698
Mount Mee,QLD,4521,381,-27.0705,152.7644
Cordalba,QLD,4660,381,-25.1593,152.2105
Mount St John,QLD,4818,381,-19.2566,146.7358
Summertown,SA,5141,381,-34.9585,138.7286
Bexhill,NSW,2480,380,-28.7619,153.3465
Moriac,VIC,3240,380,-38.2453,144.1736
Leongatha South,VIC,3953,380,-38.5326,145.8936
Pinjarra Hills,QLD,4069,380,-27.5339,152.9083
Riverbend,QLD,4280,380,-27.8191,152.9847
Clear Mountain,QLD,4500,380,-27.324,152.8995
Giru,QLD,4809,380,-19.5171,147.1082
Willow Vale,NSW,2575,379,-34.4337,150.4702
White Rock,QLD,4306,379,-27.6965,152.8372
Kiels Mountain,QLD,4559,379,-26.6546,153.0067
Warrenup,WA,6330,379,-34.9749,117.8528
Surat,QLD,4417,378,-27.1541,149.0674
Tingoora,QLD,4608,378,-26.361,151.8204
Captain Creek,QLD,4677,378,-24.2799,151.7539
Hardwicke Bay,SA,5575,378,-34.8899,137.4585
Macclesfield,VIC,3782,377,-37.8815,145.4849
Cedar Creek,QLD,4520,377,-27.3327,152.82
Moorak,SA,5291,377,-37.8643,140.7314
Ambleside,TAS,7310,377,-41.202,146.3719
Sancrox,NSW,2446,376,-31.4463,152.7943
East Deep Creek,QLD,4570,376,-26.203,152.7182
Cambrai,SA,5353,376,-34.6644,139.3142
Karratha,WA,6714,376,-20.7341,116.8458
Hillwood,TAS,7252,376,-41.2381,146.9838
Collombatti,NSW,2440,375,-30.9833,152.8079
Talbingo,NSW,2720,375,-35.5827,148.3021
Koah,QLD,4881,375,-16.8743,145.5474
Kings Park,SA,5034,375,-34.9632,138.5923
Tambellup,WA,6320,375,-34.0437,117.6384
Blueys Beach,NSW,2428,374,-32.3476,152.5333
Dolphin Point,NSW,2539,374,-35.3965,150.4443
Sarsfield,VIC,3875,374,-37.758,147.7346
Harlin,QLD,4314,374,-26.9556,152.3647
South Johnstone,QLD,4859,374,-17.5979,145.9952
Onkaparinga Heights,SA,5163,374,-35.1558,138.5291
Fern Tree,TAS,7054,374,-42.9262,147.261
Millingandi,NSW,2549,373,-36.8982,149.8693
Thallon,QLD,4497,373,-28.5935,148.85
Cow Bay,QLD,4873,373,-16.2301,145.4435
Pannawonica,WA,6716,373,-21.6374,116.325
Holgate,NSW,2250,372,-33.4083,151.4043
Wimbledon Heights,VIC,3922,372,-38.4802,145.2341
The Leap,QLD,4740,372,-21.0727,149.0234
Repton,NSW,2454,371,-30.4387,153.0305
Fountaindale,NSW,2258,370,-33.3417,151.4002
Oaklands,NSW,2646,370,-35.5487,146.1629
Hargraves,NSW,2850,370,-32.8132,149.4389
Tullamore,NSW,2874,370,-32.6045,147.5791
Wights Mountain,QLD,4520,370,-27.3918,152.8466
Wooroolin,QLD,4608,370,-26.4115,151.7965
Araluen,QLD,4570,369,-26.1584,152.6574
Bloomfield,QLD,4895,369,-15.9106,145.341
Ross,TAS,7209,369,-42.0335,147.4905
Bellbird Heights,NSW,2325,368,-32.8485,151.3306
Delungra,NSW,2403,368,-29.6487,150.8136
Woodenbong,NSW,2476,368,-28.3898,152.6102
Glendale,QLD,4711,368,-23.2504,150.4719
Second Valley,SA,5204,368,-35.5206,138.2236
Bothwell,TAS,7030,368,-42.3711,147.0045
Huntingfield,TAS,7055,368,-42.9926,147.2892
Killingworth,NSW,2278,367,-32.9356,151.5592
Cargo,NSW,2800,367,-33.4178,148.8123
Glebe,TAS,7000,367,-42.8737,147.3266
Kulnura,NSW,2250,366,-33.2208,151.2174
Gilgai,NSW,2360,366,-29.8635,151.1227
Yandaran,QLD,4673,366,-24.7166,152.0954
Calen,QLD,4798,366,-20.8978,148.7629
Nangwarry,SA,5277,366,-37.5417,140.8274
Greenbushes,WA,6254,366,-33.8468,116.0563
Gumly Gumly,NSW,2652,365,-35.1311,147.4323
Blackbutt North,QLD,4314,365,-26.8674,152.1178
Anketell,WA,6167,365,-32.2155,115.8618
Koorda,WA,6475,365,-30.8257,117.4851
Port Huon,TAS,7116,365,-43.1553,146.9615
Bombira,NSW,2850,364,-32.5753,149.6039
Forrest,VIC,3236,364,-38.5152,143.7108
Tarpeena,SA,5277,364,-37.6257,140.7969
Yippin Creek,NSW,2446,363,-31.4572,152.7172
Dalveen,QLD,4374,363,-28.4705,151.9548
Kogan,QLD,4406,363,-27.0728,150.7418
Erakala,QLD,4740,363,-21.1236,149.1084
Mundulla,SA,5270,363,-36.3676,140.6888
Woodanilling,WA,6316,363,-33.565,117.435
Lysterfield South,VIC,3156,362,-37.958,145.2779
Arthurs Seat,VIC,3936,362,-38.3586,144.9583
Cecil Plains,QLD,4407,362,-27.5319,151.1943
Eerwah Vale,QLD,4562,362,-26.4766,152.9111
Jarvisfield,QLD,4807,362,-19.5916,147.4709
Tambar Springs,NSW,2381,361,-31.3789,149.8511
Bellata,NSW,2397,361,-29.9235,149.7836
Nelligen,NSW,2536,361,-35.6486,150.1286
Lockwood,VIC,3551,361,-36.8112,144.1607
Avonsleigh,VIC,3782,361,-37.9182,145.4767
Duaringa,QLD,4712,361,-23.7204,149.6764
Marmong Point,NSW,2284,360,-32.9842,151.6157
North Casino,NSW,2470,360,-28.8108,153.0682
Oxley,VIC,3678,360,-36.4457,146.3796
Jondaryan,QLD,4403,360,-27.3851,151.5938
Breddan,QLD,4820,360,-20.0098,146.3041
Marrakai,NT,0822,359,-12.7542,131.459
Southport,NT,0822,359,-12.7232,130.9496
Patonga,NSW,2256,359,-33.551,151.2703
Currabubula,NSW,2342,359,-31.2559,150.7193
Wirlinga,NSW,2640,359,-36.042,147.0258
Swifts Creek,VIC,3896,359,-37.2637,147.7083
Yengarie,QLD,4650,359,-25.5428,152.618
Kioloa,NSW,2539,358,-35.5605,150.3739
Alberton,QLD,4207,358,-27.7068,153.2599
Belivah,QLD,4207,358,-27.7557,153.1817
Tinaroo,QLD,4872,358,-17.1795,145.5507
Clarendon,SA,5157,358,-35.1119,138.6243
Marble Bar,WA,6760,358,-21.1569,119.7279
South Burnie,TAS,7320,358,-41.0627,145.909
Nymagee,NSW,2831,357,-32.0808,146.2696
Ebbw Vale,QLD,4304,357,-27.6052,152.8244
Bollon,QLD,4488,357,-28.0933,147.4451
Collingwood Heights,WA,6330,357,-34.9981,117.9161
Mcdougalls Hill,NSW,2330,356,-32.5488,151.144
Werri Beach,NSW,2534,356,-34.7333,150.8334
Sunderland Bay,VIC,3922,356,-38.5049,145.277
Isisford,QLD,4731,356,-24.3774,144.3653
Heybridge,TAS,7316,356,-41.0799,145.9826
Batchelor,NT,0845,355,-13.0478,131.0316
Hinton,NSW,2321,355,-32.7199,151.6577
Federal,NSW,2480,355,-28.6536,153.4541
Michelago,ACT,2620,355,-35.7281,149.1742
Dublin,SA,5501,355,-34.4555,138.3519
Thompson Beach,SA,5501,355,-34.4852,138.2806
Brogo,NSW,2550,354,-36.5276,149.7923
Bigga,NSW,2583,354,-34.0711,149.138
Murrayville,VIC,3512,354,-35.2577,141.184
Alloway,QLD,4670,354,-24.9493,152.3685
Lake Eacham,QLD,4884,354,-17.2985,145.6388
Stratham,WA,6237,354,-33.4607,115.5942
Richmond Hill,NSW,2480,353,-28.7929,153.3532
Laidley North,QLD,4341,353,-27.6143,152.4014
Watsonville,QLD,4887,353,-17.3707,145.3138
Bowhill,SA,5238,353,-34.8947,139.6389
Tenterden,WA,6322,353,-34.3732,117.5319
Stokers Siding,NSW,2484,352,-28.4051,153.4159
Gisborne South,VIC,3437,352,-37.5495,144.6278
Darnum,VIC,3822,352,-38.1841,146.0102
Wallumbilla North,QLD,4428,352,-26.4642,149.2254
Tinana South,QLD,4650,352,-25.5888,152.6583
Walker Flat,SA,5238,352,-34.7742,139.5525
Curramulka,SA,5580,352,-34.6824,137.7288
Glen Huon,TAS,7109,352,-43.0296,146.9534
Don,TAS,7310,352,-41.1811,146.3162
Darawank,NSW,2428,351,-32.0964,152.474
Caniaba,NSW,2480,351,-28.8276,153.2117
Denistone West,NSW,2114,350,-33.801,151.077
Mangrove Mountain,NSW,2250,350,-33.3169,151.1833
Vale Of Clwydd,NSW,2790,350,-33.4807,150.1743
Gooloogong,NSW,2805,350,-33.6364,148.4312
Buchan,VIC,3885,350,-37.4755,148.1742
Lakes Creek,QLD,4701,350,-23.3844,150.5685
Karridale,WA,6288,350,-34.1925,115.1098
Leinster,WA,6437,350,-27.9168,120.6902
Kurrajong Hills,NSW,2758,349,-33.5325,150.6579
Derrinallum,VIC,3325,349,-37.9554,143.208
Lake Bunga,VIC,3909,349,-37.8634,148.0362
Castaways Beach,QLD,4567,349,-26.4333,153.104
Trebonne,QLD,4850,349,-18.6313,146.0764
Seabird,WA,6042,349,-31.2746,115.4428
Dromedary,TAS,7030,349,-42.7313,147.1581
Dolphin Sands,TAS,7190,349,-42.0942,148.1405
Rainbow Flat,NSW,2430,348,-32.0303,152.4826
Kings Point,NSW,2539,348,-35.3705,150.4379
Noosa North Shore,QLD,4565,348,-26.3393,153.0557
Bullfinch,WA,6484,348,-30.9792,119.1133
Fingal,TAS,7214,348,-41.6427,147.9699
Wallagoot,NSW,2550,347,-36.7697,149.9284
Spencer,NSW,2775,347,-33.4599,151.1364
Hollands Landing,VIC,3862,347,-38.0454,147.4631
Walkerville,VIC,3956,347,-38.8248,145.9963
Woodwark,QLD,4802,347,-20.2682,148.6658
Myrup,WA,6450,347,-33.7814,121.9341
Wadeye,NT,0822,346,-14.2396,129.5199
Mumbil,NSW,2820,346,-32.7237,149.0564
Witheren,QLD,4275,346,-28.0396,153.1817
Memerambi,QLD,4610,346,-26.4538,151.8212
Kingston Park,SA,5049,346,-35.0395,138.518
Wallaroo Mines,SA,5554,346,-33.9637,137.6963
Molesworth,TAS,7140,346,-42.809,147.1364
Cassilis,NSW,2329,345,-31.9867,150.0119
Boyland,QLD,4275,345,-27.9477,153.1492
Bohle,QLD,4818,345,-19.2576,146.718
Padthaway,SA,5271,345,-36.6004,140.5097
Sedan,SA,5353,345,-34.5646,139.3124
Collinsvale,TAS,7012,345,-42.8428,147.1829
Whale Beach,NSW,2107,344,-33.6127,151.3317
Invermay,VIC,3352,344,-37.5136,143.8769
Hampden,QLD,4741,344,-21.0838,148.9566
Goondi Hill,QLD,4860,344,-17.5236,146.0172
Tarzali,QLD,4885,344,-17.43,145.5996
Dardanup,WA,6236,344,-33.4006,115.759
Green Point,NSW,2428,343,-32.2485,152.5163
Brownsville,NSW,2530,343,-34.4834,150.8061
Fishermans Paradise,NSW,2539,343,-35.2303,150.4469
Thorpdale,VIC,3835,343,-38.2948,146.172
Howden,TAS,7054,343,-43.0224,147.2971
Maloneys Beach,NSW,2536,342,-35.7076,150.2479
Moonbah,NSW,2627,342,-36.4992,148.5752
Yarramundi,NSW,2753,342,-33.6322,150.6653
Maroota,NSW,2756,342,-33.4619,150.9846
Weranga,QLD,4405,342,-27.2687,150.7176
Ilkley,QLD,4554,342,-26.7269,152.9958
Tanby,QLD,4703,342,-23.2269,150.7552
Mukinbudin,WA,6479,342,-30.9132,118.2096
Berrambool,NSW,2548,341,-36.881,149.908
Carole Park,QLD,4300,341,-27.6206,152.9304
Scotsdale,WA,6333,341,-34.9223,117.3043
Coopernook,NSW,2426,340,-31.8242,152.615
Greenhill,NSW,2440,340,-31.0573,152.7996
Tottenham,VIC,3012,340,-37.8037,144.8521
Bakery Hill,VIC,3350,340,-37.5635,143.8657
Murphys Creek,QLD,4352,340,-27.4646,152.0459
Chevallum,QLD,4555,340,-26.701,152.9965
Cracow,QLD,4719,340,-25.2967,150.3033
Croydon,QLD,4871,340,-18.205,142.245
Norton Summit,SA,5136,340,-34.9215,138.7323
Stockinbingal,NSW,2725,339,-34.4879,147.8744
Kitchener,NSW,2325,338,-32.8761,151.3696
Nyah,VIC,3594,338,-35.1699,143.3755
Lindenow,VIC,3865,338,-37.8014,147.4575
Lindenow South,VIC,3875,338,-37.8432,147.431
Top Camp,QLD,4350,338,-27.6347,151.939
Cape Burney,WA,6532,338,-28.8591,114.647
Whitemark,TAS,7255,338,-40.1096,148.0172
Fassifern,NSW,2283,337,-32.9875,151.5859
Swan Bay,NSW,2324,337,-32.7013,151.9421
Chandlers Hill,SA,5159,337,-35.0855,138.6122
Karawatha,QLD,4117,336,-27.6225,153.0903
Prince Henry Heights,QLD,4350,336,-27.5524,151.9906
Adavale,QLD,4474,336,-26.078,144.7221
Acacia Hills,NT,0822,335,-12.7421,131.1341
Eppalock,VIC,3551,335,-36.8411,144.4594
Summerholm,QLD,4341,335,-27.5975,152.4618
Narrikup,WA,6326,335,-34.7725,117.7153
Magra,TAS,7140,335,-42.7487,147.0575
Smithtown,NSW,2440,334,-31.0189,152.9444
Balaclava,NSW,2575,334,-34.4412,150.4742
Delegate,NSW,2633,334,-37.034,148.9366
Newmerella,VIC,3886,334,-37.7433,148.4493
Bajool,QLD,4699,334,-23.6567,150.6074
Gravelly Beach,TAS,7276,334,-41.2857,146.9724
Seville East,VIC,3139,333,-37.776,145.4973
Woodside,VIC,3874,333,-38.5279,146.8761
Southend,SA,5280,333,-37.568,140.1282
Smoky Bay,SA,5680,333,-32.3765,133.9411
Eagle Bay,WA,6281,333,-33.5609,115.063
Booral,NSW,2425,332,-32.4768,151.9587
Beulah,VIC,3395,332,-35.9353,142.4165
Tylden,VIC,3444,332,-37.328,144.411
Kaimkillenbun,QLD,4406,332,-27.0402,151.4275
Warra,QLD,4411,332,-26.9219,150.9257
Taabinga,QLD,4610,332,-26.5901,151.8181
Happy Valley,QLD,4825,332,-20.7476,139.4889
Bingil Bay,QLD,4852,332,-17.831,146.0955
Nunderi,NSW,2484,331,-28.3217,153.4631
Mirador,NSW,2548,331,-36.876,149.9144
Tallygaroopna,VIC,3634,331,-36.2377,145.4384
Aratula,QLD,4309,331,-27.9852,152.543
Ballandean,QLD,4382,331,-28.8157,151.8281
Meikleville Hill,QLD,4703,331,-23.1143,150.7468
Lonesome Creek,QLD,4719,331,-24.936,150.1005
Kairi,QLD,4872,331,-17.2142,145.5417
Farrell Flat,SA,5416,331,-33.8268,138.7944
Neath,NSW,2326,330,-32.8245,151.4112
Bendalong,NSW,2539,330,-35.2425,150.5304
Ellis Lane,NSW,2570,330,-34.0374,150.6737
Dolphin Heads,QLD,4740,330,-21.0378,149.1843
Cooya Beach,QLD,4873,330,-16.4497,145.4063
Iron Knob,SA,5611,330,-32.7321,137.151
Jerramungup,WA,6337,330,-33.9441,118.9262
Aldavilla,NSW,2440,329,-31.0656,152.767
Campwin Beach,QLD,4737,329,-21.3767,149.3133
Uraidla,SA,5142,329,-34.9592,138.745
Balgowan,SA,5573,329,-34.325,137.4984
Quoiba,TAS,7310,329,-41.2078,146.3426
Gawler,TAS,7315,329,-41.1935,146.1502
Wandiligong,VIC,3744,328,-36.7751,146.9815
Yinnar South,VIC,3869,328,-38.3629,146.3604
Woodside Beach,VIC,3874,328,-38.5497,146.9762
Birdsville,QLD,4482,328,-25.8456,139.6566
Acacia Hills,TAS,7306,328,-41.2745,146.3305
Palmerston City,NT,0830,327,-12.48,130.9852
Pretty Beach,NSW,2257,327,-33.5271,151.3478
Daruka,NSW,2340,327,-31.0288,150.9671
Learmonth,VIC,3352,327,-37.4249,143.7181
Welshpool,VIC,3966,327,-38.6625,146.4351
Cannons Creek,VIC,3977,327,-38.2115,145.3131
Hunchy,QLD,4555,327,-26.6802,152.9154
Westwood,QLD,4702,327,-23.6487,150.1556
Pormpuraaw,QLD,4892,327,-14.899,141.6215
Woodridge,WA,6041,327,-31.3394,115.5873
Mole Creek,TAS,7304,327,-41.5582,146.394
Coolalinga,NT,0839,326,-12.5194,131.0415
Greenleigh,ACT,2620,326,-35.3641,149.247
Gerogery,NSW,2642,326,-35.8509,146.9716
Taromeo,QLD,4314,326,-26.8276,152.1173
Hazeldean,QLD,4515,326,-27.0249,152.5453
Wallaville,QLD,4671,326,-25.0811,151.9782
Willow Grove,VIC,3825,325,-38.0744,146.1735
Clagiraba,QLD,4211,325,-27.9858,153.2463
Minnipa,SA,5654,325,-32.8359,135.1458
Casuarina,WA,6167,325,-32.2392,115.8729
Dardanup West,WA,6236,325,-33.3986,115.7294
Kangaroo Gully,WA,6255,325,-33.9638,116.1804
Kennett River,VIC,3234,324,-38.6671,143.8601
Port Curtis,QLD,4700,324,-23.4184,150.5227
Mcleans Ridges,NSW,2480,323,-28.7889,153.3862
Mount Hunter,NSW,2570,323,-34.09,150.6256
Meandarra,QLD,4422,323,-27.3157,149.8798
Keppel Sands,QLD,4702,323,-23.33,150.7903
Currency Creek,SA,5214,323,-35.4436,138.7684
Allendale East,SA,5291,323,-38.0028,140.7035
Berowra Waters,NSW,2082,322,-33.5703,151.1306
Grose Wold,NSW,2753,322,-33.6008,150.6763
Morts Estate,NSW,2790,322,-33.4695,150.1668
Mighell,QLD,4860,322,-17.5371,146.0264
Relbia,TAS,7258,322,-41.4956,147.198
Brooklyn,TAS,7320,322,-41.0722,145.9074
Balmoral,NSW,2283,321,-33.0458,151.5819
Ravenswood,NSW,2824,321,-31.6982,147.8423
Hoddles Creek,VIC,3139,321,-37.8416,145.5882
Biarra,QLD,4313,321,-27.1745,152.3292
Sugarloaf,QLD,4380,321,-28.7094,152.0396
Sandy Creek,QLD,4515,321,-26.8739,152.6237
Draper,QLD,4520,321,-27.3509,152.9048
Bororen,QLD,4678,321,-24.2498,151.4949
Scottville,QLD,4804,321,-20.5733,147.8191
Cungulla,QLD,4816,321,-19.3963,147.1105
Fitzroy,SA,5082,321,-34.8967,138.5915
Watervale,SA,5452,321,-33.962,138.6471
Cookernup,WA,6219,321,-33.0004,115.8863
Bangalee,NSW,2541,320,-34.8434,150.5577
Boya,WA,6056,320,-31.9172,116.0536
Minyirr,WA,6725,320,-17.9856,122.203
Acton,ACT,2601,319,-35.2815,149.1188
Karragarra Island,QLD,4184,319,-27.6376,153.371
Mount Hallen,QLD,4312,319,-27.3297,152.3847
Wool Bay,SA,5575,319,-34.9888,137.7486
Charlotte Bay,NSW,2428,318,-32.3467,152.5119
Tyalgum,NSW,2484,318,-28.3605,153.2131
Birdwoodton,VIC,3505,318,-34.1937,142.0717
Grahamvale,VIC,3631,318,-36.3629,145.4415
Merricks North,VIC,3926,318,-38.347,145.0761
Reesville,QLD,4552,318,-26.7605,152.7954
Woongarra,QLD,4670,318,-24.8912,152.4105
Bonnie Doon,QLD,4873,318,-16.4518,145.3993
Biboohra,QLD,4880,318,-16.885,145.4276
Mile End South,SA,5031,318,-34.936,138.5734
Lipson,SA,5607,318,-34.2703,136.1627
Lock,SA,5633,318,-33.5758,135.7499
Lange,WA,6330,318,-34.9887,117.8896
Southport,TAS,7109,318,-43.4328,146.9695
Lyndhurst,NSW,2797,317,-33.6758,149.0293
Lal Lal,VIC,3352,317,-37.6827,144.0094
Great Western,VIC,3374,317,-37.1528,142.8504
Taggerty,VIC,3714,317,-37.3386,145.719
Fredericksfield,QLD,4806,317,-19.7277,147.4232
Forsayth,QLD,4871,317,-18.608,143.6131
Horn,QLD,4875,317,-10.5949,142.2526
Bickley,WA,6076,317,-32.0025,116.0934
Hyden,WA,6359,317,-32.4382,118.9381
Doyalson North,NSW,2262,316,-33.1784,151.5532
Tapitallee,NSW,2540,316,-34.8339,150.5279
Stuart Town,NSW,2820,316,-32.8108,149.0732
Deeral,QLD,4871,316,-17.2167,145.9462
Maianbar,NSW,2230,315,-34.0803,151.1285
Wyndham,NSW,2550,315,-36.9278,149.6448
Linden,NSW,2778,315,-33.7148,150.5016
Yabulu,QLD,4818,315,-19.1983,146.5885
South Innisfail,QLD,4860,315,-17.5428,146.0339
Lockhart River,QLD,4892,315,-12.7891,143.3428
Peaceful Bay,WA,6333,315,-35.0378,116.925
Duri,NSW,2344,314,-31.2236,150.8209
Upper Lansdowne,NSW,2430,314,-31.7249,152.4689
South Bingera,QLD,4670,314,-24.9667,152.2159
